word error
vampire -0.09419043267406396
attended -0.07356939277334593
fillmore 0.12772389685175062
analytical 0.027780136962307272
vietnamese 0.002070949456296378
misjudged 0.1585280431278363
16 -0.10121437159614392
cheat -0.025311392989225134
wonders -0.02012602148193135
aligned -0.1005699151908866
today -0.1056587690446172
do -0.09469440760458916
keep 0.01442335717539496
desperate 0.015272079013245538
smith 0.013851355540476645
entertainingly 0.05586649383712161
close -0.09352294681157386
him -0.16620695038525535
accounting 0.09198141689513539
stetson -0.16055105430928432
earnestness 0.2667799382409901
lousy -0.07352347179704441
keeping -0.04214529601594813
tense -0.03781375339339925
music -0.16631598451549445
superficial 0.11245224238623686
simpsons -0.035598631477487236
intend -0.1358660094522744
case 0.027898773304141422
twin -0.12266300786857781
tehran -0.03236439459533036
home -0.05671326755133635
william -0.04182055946827962
combined 0.04263445714310066
alford 0.10449095961559898
advocated 0.12268234508834108
wit -0.07733709744741706
footage 0.023805037034099863
unprofitable 0.21540486874980352
more -0.11714301062054296
everyone -0.026361016135363333
swiss -0.0733095718920655
wedding -0.0972067450962456
sincere 0.1358974389126452
particularly -0.1361545935758931
million 0.05647307398238208
1908 0.059915876211427854
ants -0.09060965795470069
praise 0.047882102553782696
snickers 0.028551637095562715
involvement 0.045624534604522926
right 0.010777428007679501
germain 0.05383086901415926
doofus-on-the-loose 0.25717627258825637
served -0.06763035891814984
able -0.0646044774510833
turning -0.0371705852479485
baldwin 0.08369240337021538
excelsior 0.21873982368960382
puritans 0.1654474736455441
e.g -0.14102550824121068
four -0.14175235488912064
raise -0.168621567420078
managing 0.10304151957280436
conflicted 0.09664782662615024
clearly -0.03480352859978153
excessive 0.11540193918151281
realistic -0.05958630516266655
fall -0.03165170788133734
for-fans 0.3041473084174158
doctrine 0.06531361071096692
fusion 0.032844383897584095
father-in-law 0.2185240322189047
votes -0.13027171992054806
sir -0.07846476736202726
simmons -0.059830931242992824
prove -0.17515526285507993
cliff -0.002073394460940764
zone -0.007408231161395579
via 1.923312384168041e-05
anticipated 0.048762527206656414
del -0.09482902106363457
document 0.024047783734520378
cairo -0.06244211493621103
cartwright 0.09272839611246417
studied 0.026512101644873443
ages -0.08647711235937681
effectively -0.04712445492390019
sisterly -0.08340491065336941
staggeringly 0.067900078872763
minutely 0.026389660484021388
lowbrow -0.01574878957929174
jump -0.08152421087395192
insanely 0.17354059137911526
suck -0.11402182696222407
exasperating 0.16880050440984545
interesting -0.022112859918321043
corporate -0.0423127978694956
uplifting -0.07284057263828975
drink -0.07258533048666593
made -0.06231275263125435
creature -0.0703373829528095
while -0.17008245723317333
heartwarming 0.14299475303285303
eye-popping -0.008467090299566271
followers 0.09121379305056038
actor -0.02327832981726749
release -0.05064877102583852
meara -0.08104336955948432
attorney -0.10929541631600778
knew -0.0954634766641261
age 0.009310267147691509
perabo -0.05115478628534961
escort -0.05827333517559413
hours -0.14754488507115898
cocky -0.14897367689906216
teens -0.085700338936506
theatre 0.13246916789979915
weaker -0.15927387167812274
downright 0.08228283906320855
conservative 0.03439786296691874
readers 0.01121314908493215
manuscript -0.1183890521690443
moments 0.044845558743822345
half-naked -0.09930795385274693
tout -0.10195581736533503
compound 0.10367953435801763
maintained -0.11887057665409617
unusually -0.03360622716319586
badly 0.05981534015274989
not -0.19989693414341575
scooby -0.0366047219872237
decent 0.011291863713546735
bread 0.013766026075277354
huxley 0.03182760794579956
conscious -0.04082112936287183
groaner 0.022138928048785395
sent -0.11911869447596629
grubbing -0.11868768268401422
existing 0.09498189941674828
shepley 0.02412967806860422
1945 -0.05314622409581615
appearances -0.07207247913647702
pushes 0.09874544342865632
introduction 0.30395015443778517
committed 0.024684582968984514
preamble -0.01134395386078113
films 0.1064878101777673
pacifist -0.026129709492152514
laugh -0.028465198262621783
universities 0.006166100185118678
captain -0.07598235786476104
unexpectedly 0.04470628489721651
talking 0.08106167148994034
stupid -0.08496153161858117
exiled -0.14577347208694308
cooler 0.0008214406805659713
dot -0.08218619148609907
pieces -0.10882750380924361
