word error
those -0.05385535802596654
reptilian 0.03534799680495873
ancestors 0.01532342590582677
richly 0.016391370541010156
presenter 0.028804608549063027
phasing -0.07144700582974996
affront 0.07175550781763518
kingdom -0.06592640242515466
inside -0.030427243574198355
regime -0.07279420644044876
dependent -0.04264879717021926
now -0.06215735620413071
maison -0.061318066639777936
landfills 0.10890081324256384
circuit 0.06987524796754888
sheet -0.09816306084394455
black-and-white 0.0653281005529257
art -0.06248851778197201
play -0.05249056592583656
newcomer -0.08808598667383194
pulled -0.04798807643162898
happens -0.047815172718121454
80 -0.11398178262588306
obstructive 0.08165188152820638
entire -0.0066910619345995
yours -0.09878359735012054
less -0.03421485230094082
lung -0.021881960332393646
fear 0.006402145795248171
stranglehold 0.20277975385005662
egalit‚ -0.051355925125953474
celebrations 0.1093149523322399
rich -0.04918315853828038
blair -0.025946117645976687
altercation 0.1091613354973304
portraits -0.012300628309066475
light -0.018720729763691237
suffered 0.0036314294124260953
founded -0.051018399687913746
gains -0.012923249449485391
jeremy -0.07078479077571477
equator -0.026563601902662177
pedigree -0.07168440367930974
likes 0.02605423545226073
bother -0.08140803720706548
roadshow -0.04158876683467473
oddity 0.06467356399083748
signposts -0.014781463031585396
radio -0.011229911527232898
relief 0.013484080759888023
radio 0.032352013805313336
resent 0.00010003149509429932
burnley 0.05486749723935738
rake -0.08749286830425262
whitelaw -0.016512820481235133
100m 0.008745713684803397
republican 0.03849054177602132
said -0.06507126131043954
inflation-fighting 0.35726395172950554
washed -0.05371008609604632
ralph -0.0239949121307104
bondage 0.010765355940048515
minimising 0.016903483237211525
viewing -0.09110754575484838
cynically 0.12275712889356491
issps 0.058445440366482124
treats -0.04414927653777293
drivers -0.07600644078010167
lake -0.08358210172408666
no -0.05053484402005635
huge -0.055485649477867854
ear 0.005379513924957342
contend -0.017218258900520124
as -0.06653063655696277
global -0.02831886555903997
place -0.05075914990407061
sceptical 0.030008165691143424
earnings 0.01222272752187191
becoming -0.01902341985931763
reform -0.053429946303367615
bird -0.033591099083423615
busy -0.10479488223791122
tried -0.036780682435402494
isabela 0.05169650033498421
retention -0.053775874213275746
school -0.05516436474847729
icon 0.005655254500034533
sandpaper -0.0019625066182552275
banged 0.008235534318746667
chortling 0.03381399523753387
owed -0.08466352369540776
demons -0.04958525147193517
been -0.04537462421832863
arrives -0.04075493510717
chiefs -0.04307908927782987
lukewarm -0.050643569192825214
automatically 0.11612767898119414
arabic -0.06754318395486245
preoccupied -0.05865114774459447
guaranteed 0.047770776714269936
overall -0.03900606777423467
living -0.03598753133645424
hawaii -0.016810654065547843
anticipated 0.04480966639060241
customer 0.14744115200562355
reminiscing 0.05744055830515349
' 0.04250077031431222
mini -0.03452660143375397
skid -0.07786302268505096
22 -0.010617628693580627
influenced 0.1546230497650611
balances -0.013322515747486014
snails -0.018716615362045087
concept -0.03379545953029241
integrated 0.2527944881182451
harbours 0.07324157750759372
ovens -0.05150422893273524
rages 0.011753295476620018
dreariness 0.06118995868242705
associate -0.005095992141809211
permanently -0.10639092326164246
counsellors 0.10533347897804701
recorded -0.13729944672340003
swedish 0.04380141876828977
non-school -0.0046370042822299895
vomit 0.028506096395162432
unremarkable 0.027861899290329367
topical -0.02011338162880677
blow -0.0635799691081047
original -0.06175387372658123
sixties 0.01670877170613689
slightly -0.010447214210863101
1972 -0.053028105161128894
violence 0.01720740206730672
worshippers 0.050394971783344567
shove -0.10757848620414734
ten -0.043754566460847855
revelation 0.07907172015462169
reminder 0.043679336611277014
reoffend -0.06149899806731786
would -0.03438426984175072
shape -0.003414708261306465
tackle -0.02384552053916148
torture -0.01460282791119355
until -0.08069825795216437
beside 0.018909987921898186
alteration 0.13970835392291733
hoping -0.04403610221850566
monitored -0.0967717170715332
historical 0.07434189185882226
classics 0.013324153537933647
! -0.002600218138163357
trouble -0.039626446071561884
college -0.029553305516895056
pm -0.027381066901561536
20bn 0.024227699790245444
any -0.05602083278772159
thomas -0.08915574103593826
32 -0.09731680899858475
humane 0.02878156170631066
progressed -0.03636878948563184
cracking -0.02553343467223338
among -0.04468926621807946
displays -0.011191795651729286
14 -0.06306801583522405
gate -0.02382749319076538
scores -0.09941253066062927
fading 0.005364290032631308
fed -0.03619077056646347
wristwatch 0.03003063817054799
brave 0.037739072090540185
walter -0.007707597257999271
practice -0.0007089926646305922
brew -0.11377156525850296
exploiting 0.2332774062569325
snatch -0.04965250939130783
religion 0.01620421195641543
maha -0.004730725517639742
chew -0.08280771225690842
cultures 0.01199230857384511
arrival -0.03766953047269429
signature 0.013921639476066977
chatting 0.04094266824615308
combined 0.006012714061981589
produces -0.05761388307198499
kings -0.0899609014009818
metre -0.09587602011668375
economists 0.033990547252007036
cooing -0.05982781793826665
unaffected 0.045451671076126604
acquis 0.26956003808822393
delights 0.0024252363886588663
easy -0.04176948066705312
before -0.03012130854648
survey -0.006269635457513682
began -0.04516050104911511
cooper -0.037079234344836995
course 0.037230479233724474
asthmatic 0.024548380229717642
burj -0.09647193275965177
shortcomings -0.005139554922397316
suites 0.1425751778177726
daily -0.02563407749701769
abolition 0.03552495860136473
silly -0.1095045044636115
heathrow 0.08845410667932951
distaste 0.030910386297947318
princess 0.000419605364147424
theories 0.011606504137699425
ever -0.03361179136804172
theirs -0.054160064420638934
defining -0.005995432917888344
under -0.014014671123398971
mating -0.008395895935021894
networks 0.019429636116211235
dynamics 0.037311530266052634
mid-eighties 0.09163900636709654
chosen -0.07325489666217412
immigrants 0.020149178229845507
foods -0.05556359734290685
after -0.06572050848591182
