word error
those -0.0038930134678428797
reptilian -0.023022210225462914
ancestors -0.07998502254486084
richly -0.05004807189106941
presenter -0.03562705218791962
phasing 0.1489630738894145
affront 0.4236813187599182
kingdom 0.003979696581761047
inside 0.05240877167809577
regime -0.0239533931016922
dependent 0.029324955410427525
now -0.1222378114859263
maison -0.02231392078101635
landfills -0.028483016416430473
circuit -0.024039536714553833
sheet -0.06276404112577438
black-and-white 0.05797090629736584
art 0.0769044641139252
play 0.027413267642259598
newcomer 0.2352081711093585
pulled -0.03470093756914139
happens 0.01035771518945694
80 0.07962516609889767
obstructive 0.03430118039250374
entire -0.08684389094511669
yours -0.06221656873822212
less 0.01652579754590988
lung 0.006050541996955872
fear 0.05061220536353411
stranglehold 0.15489805365602177
egalit‚ -0.0012538472656160593
celebrations -0.03253185376524925
rich -0.016592231061723493
blair 0.025570287904293654
altercation -0.040462739765644073
portraits 0.23349548131227493
light -0.04618344083428383
suffered -0.04699307680130005
founded -0.0318620540201664
gains -0.007472392171621323
jeremy -0.11137931793928146
equator -0.004054713994264603
pedigree 0.13896700429419678
likes 0.04414493987957638
bother 0.031600404116842486
roadshow 0.05584038297335309
oddity -0.03275596722960472
signposts 0.15558886403838795
radio 0.065090570460867
relief 0.25333109291063416
radio -0.04176181196062653
resent 0.12647218133012456
burnley -0.040548186749219894
rake 0.0327751561999321
whitelaw -0.019099825993180275
100m -0.08937077224254608
republican 0.07304527809222539
said -0.0021614226591742947
inflation-fighting 0.2865304661293825
washed 0.04905028506699536
ralph 0.03569026167194049
bondage -0.008996054530143738
minimising 0.13712665687004727
viewing -0.027495065703988075
cynically -0.028647825121879578
issps -0.0759611576795578
treats -0.056471701711416245
drivers 0.004128213971853256
lake 0.0819660524527232
no -0.036701439959662296
huge -0.10285122621627081
ear 0.05637865886092186
contend 0.053773608058691025
as -0.009754396367368964
global -0.01690008118748665
place -0.0036370516532943375
sceptical -0.019244160917070173
earnings -0.018784979358315468
becoming -0.08611647039651871
reform 0.014523307482401548
bird 0.007082674652338028
busy -0.02148698829114437
tried 0.028167834505438805
isabela -0.036690015345811844
retention 0.020474258810281754
school -0.035909999292670636
icon 0.040779609233140945
sandpaper -0.0071805985644459724
banged -0.030759278684854507
chortling 0.01589014008641243
owed -0.02956542745232582
demons -0.07307187467813492
been 0.026193204426249873
arrives 0.09787751237551373
chiefs -0.032673582434654236
lukewarm -0.03127999231219292
automatically 0.27187343438466394
arabic -0.03061497211456299
preoccupied -0.07138402760028839
guaranteed -0.02821684256196022
overall 0.020239834984143584
living -0.04736094921827316
hawaii -0.06925278156995773
anticipated -0.023713244125247
customer 0.22497863943378132
reminiscing 0.022717829793691635
' 0.0040006297781611955
mini -0.08643611520528793
skid 0.05534743765989941
22 -0.02712264657020569
influenced -0.09228380769491196
balances 0.0011337751056998968
snails -0.11742112040519714
concept -0.044219423085451126
integrated -0.004526887089014053
harbours 0.001962031004950404
ovens -0.023283453658223152
rages -0.0666709840297699
dreariness -0.03303592652082443
associate 0.04915478204687437
permanently -0.04984525218605995
counsellors -0.10698554664850235
recorded -0.03666790947318077
swedish -0.0027554782573133707
non-school -0.035852789878845215
vomit -0.11356611549854279
unremarkable 0.30515132223566377
topical 0.06759572774171829
blow -0.064935103058815
original -0.004932228613782813
sixties -0.012425693683326244
slightly 0.0013748286735443815
1972 -0.05725760757923126
violence 0.12017570187648138
worshippers 0.036150041967630386
shove -0.007419079542160034
ten -0.02415522187948227
revelation 0.12788765753308934
reminder -0.1320013552904129
reoffend 0.010322261601686478
would 0.007055368478575796
shape 0.008493432775139809
tackle -0.10960656404495239
torture -0.003559066215530038
until 0.05811688316365083
beside -0.056999992579221725
alteration -0.03718417510390282
hoping -0.026700617745518684
monitored 0.03037501871585846
historical 0.04207606986165047
classics 0.1801709147791068
! 0.04079677503651534
trouble -0.010953661054372787
college 0.019815782085061073
pm 0.005888624116778374
20bn -0.044443096965551376
any 0.058601213412152395
thomas -0.004952430725097656
32 -0.016818340867757797
humane -0.039928290992975235
progressed 0.19073035071293515
cracking 0.019174916669726372
among 0.005800981902413899
displays -0.005881105549633503
14 0.05162750888201926
