word error
constant -0.08581742495298386
known 0.30215120613574986
how 0.15854335576295853
value -0.15037896037101744
its -0.18526739478111268
investments -0.2299760580062865
preparing 0.36288410425186163
things 0.06191995143890381
don't 0.060566487908363345
peter 0.20561071187257768
breaking -0.10169506072998047
make 0.24102495342493055
warming 0.4364370475523175
first 0.26584728688001624
suddenly -0.4113749980926514
morningstar -0.2849467575550079
his -0.3590422940254212
would -0.332638281583786
puddings -0.5345879197120667
step -0.2267374336719513
declining -0.3113518416881561
well 0.1262406006455421
crocodile 0.39620742052793506
draw -0.09417473077774048
only -0.21916751662890116
asked -0.4247452735900879
helping -0.12381519973278046
left 0.17874628752470018
business -0.10500937104225158
replaced -0.40896263122558596
able -0.32510331869125364
imagery 0.4528918653726578
reduction 0.12786861509084702
shouldn't 0.11175333261489867
alone 0.09926167279481887
land 0.5260699629783631
richard 0.03698620349168777
longer -0.003549322485923767
state -0.06822795867919922
federal 0.08376233726739885
lost 0.04465322494506835
happening -0.01803428530693052
united 0.28146526962518703
care -0.20121225714683527
called 0.1777359768748284
re-wrapped -0.3437852025032043
unafraid -0.2139401912689209
suggests 0.28583344221115115
vital 0.032012701034545954
quiet 0.20932243764400482
disease -0.41914738416671754
there -0.048018205165863026
last 0.6822579642136891
investors 0.48084336817264556
people 0.23034934550523758
notice 0.1803421214222908
1727 0.25337617099285126
longer -0.046554043889045715
exhaustion -0.11082557439804075
invade -0.22955533266067504
larger 0.09423824548721316
want -0.2110589861869812
girls -0.08391174674034119
temper 0.15089838802814484
tighter -0.08051917552947999
trigger -0.2341421902179718
somewhat -0.14399650692939753
over -0.10721075932184855
replied -0.30518601536750795
way -0.3112205207347869
slowly -0.2552668631076812
pole 0.12268211245536803
cars 0.11548188775777816
real -0.05462084412574769
helpful -0.1264377772808075
anthropologists 0.5444071561098098
activity -0.2994109332561493
interferes -0.2775095343589783
natural -0.04773304363091782
call -0.14327738881111146
eaten 0.044719845056533924
my -0.115421062707901
bag 0.003246811032295238
worse -0.023446583747863764
excessive 0.23820725530385972
country 0.05013832598924642
license -0.199454402923584
comes 0.13145178705453872
compact -0.07052981853485096
showing 0.0907325297594071
western -0.23217411041259767
boston -0.027694119513034826
sense -0.08530623912811279
week 0.049014416337013256
state -0.06594972014427185
your -0.009149348735809332
many 0.20841685757040979
spent -0.44337561130523684
different 0.13384640018145244
angel -0.3150926768779755
nursery -0.03841601014137269
life -0.28471099138259887
actually 0.10911992341279983
darling 0.09325280189514162
inspiration 0.07337361574172985
thaw 0.5158303439617157
job 0.008190841972827906
at 0.1210635009739133
custody 0.05868446230888369
say -0.16120184063911439
rongorongo -0.016318874061107637
finding -0.28148539662361144
run -0.1554589480161667
stack -0.15217649936676025
cause -0.2890575766563416
farming -0.28311394453048705
ecology 0.4837126791477203
agreed -0.04958211779594421
walked -0.44181346893310547
going 0.16682499796152114
children -0.1553691864013672
b -0.22294218540191652
since -0.25216193199157716
getting -0.04945550858974457
underwater -0.19054790139198302
bad 0.1594594120979309
whether -0.1056210070848465
primary -0.08948974013328553
ecosystem 0.14653975814580916
issuing -0.021442937850952137
beginning -0.14362605214118956
likely -0.25468586087226863
shut -0.034343877434730524
survive -0.046479809284210194
hurry 0.3060419574379921
asking -0.14576873183250427
bones 0.1556352804414928
spacecom 0.056467682123184315
pleased 0.2681481704115868
lasting -0.388247549533844
probably 0.2860606789588928
quivered 0.18857885105535394
frequent 0.11397641152143484
food -0.2648307681083679
severe 0.5253069698810577
engaged -0.0535134956240654
partner 0.185834401845932
direct 0.4121920421719551
want 0.07678995579481124
pleased 0.35505653321743014
use -0.3611743152141571
has 0.10550841110359348
some 0.11457628160715108
this -0.06847416673387793
nor -0.20109128952026367
old -0.13856215476989747
aren't -0.2417280375957489
stopped 0.3788032710552216
sundials -0.1306987166404724
neptune 0.07390634566545487
vote 0.37204249352216723
did -0.15474726557731627
by 0.09653158918732684
travelers 0.15296156555414206
grimly -0.3168832063674926
his -0.09066452801227574
mistake 0.3360961452126503
won -0.2937872886657715
previously -0.4504381775856018
blood 0.39131179004907607
if -0.01532894074916838
faces -0.34191055297851564
inch 0.029708957672119146
campaign 0.04218876166269183
confident 0.15949538052082063
closed 0.020624595880508412
described -0.0754369854927063
california 0.08046340942382812
predator -0.28665844798088075
rights -0.17167532444000233
risk 0.05070491582155229
contact 0.418791000545025
faced -0.0980840265750885
mostly -0.3310064017772675
flops 0.1472410663962364
react 0.09590944647789013
speaker 0.005637815594673162
floor 0.38129070997238157
patches 0.1807736407034099
silence -0.17947574853897091
survive -0.12053717970848082
bill 0.26565231680870055
carved -0.37783378362655634
betting 0.41719229817390446
law -0.6199465155601501
within 0.08200085759162903
players 0.015026387572288524
bug -0.04868722558021546
thought 0.1972140684723854
designed 0.02416765242815018
sense -0.27471469044685365
have -0.2981009531021119
ago -0.07265407294034958
discovered 0.08378770798444743
catch -0.020395570993423456
announcing -0.27505830526351926
on 0.0047835779190063266
turned -0.5022326707839966
twist -0.18494378328323363
officials -0.1793410420417786
girl's -0.17360004186630248
refuse -0.04597858786582948
island -0.11323192715644831
drinking 0.21908903121948242
life -0.034266281127929676
fold 0.2800145924091339
synthesize -0.1456799775362015
eventually -0.05813967883586883
about 0.07146582407876849
day 0.05804295490185421
dig -0.10750022530555725
prison 0.030509515106678015
interest 0.009469348192214955
money 0.09845682481924695
forbidding 0.10797358155250553
light 0.4664585180580616
gene 0.3319952517747879
ever 0.2761902093887329
multiple -0.16358802914619444
overpopulation -0.21787723898887634
sent 0.04706512242555619
boston 0.2084864690899849
to 0.1525581637098466
smaller 0.15736675364896655
functions -0.1556794226169586
oncoming 0.603026469051838
ability 0.06360622197389602
mr 0.35854982435703275
altogether 0.41955686658620833
air 0.3390006721019745
green 0.10378303974866868
opening -0.09498279094696044
strenuous -0.14794848561286927
lighthouse 0.023437719047069552
lost 0.052510249614715565
hotel -0.008833113312721241
become -0.2888345062732697
senate 0.21837892532348632
profoundly 0.2034245918504894
respect -0.12479682564735411
bites 0.26578616052865983
mark -0.11654748320579528
social -0.09967917203903193
thursday 0.12309944778680801
watch 0.32933064798514045
gaga's 0.07116852402687074
snowstorm -0.10664844512939453
peter 0.23166867047548295
cities 0.3195142537355423
close -0.2493841493129731
aurora 0.5859512984752656
powerful 0.2630168452858925
halo 0.09525825977325442
physicists -0.08073901236057282
shrink -0.09146735668182371
himself 0.42895343005657194
lives -0.23216347694396972
learning -0.05028548836708063
warm 0.16277791410684586
another -0.06297957301139831
california 0.46161891520023346
absurd 0.025897373259067547
found 0.2564085766673088
all -0.016294958194096903
best 0.2758613407611847
cultures -0.03101813197135922
handle -0.19252679944038392
rehearsing 0.5100211888551712
large 0.24770999401807786
nui 0.3155430689454079
except -0.5130506992340088
cannot 0.23988645523786545
park -0.026874783635139454
collision -0.04453501105308533
buried 0.1604260101914406
stop 0.18018266558647156
reduce 0.01686795204877853
island -0.19852340221405024
area 0.0026243031024933416
solids -0.25307663083076476
raising 0.5596561253070832
the -0.4803918129132117
saying 0.03325898796319962
resources -0.14740149080753326
investment 0.06979725509881973
remove -0.04082463979721068
stay -0.35949046611785884
animal -0.24171827832857767
note 0.040036132931709295
biting 0.18627190589904785
inclination -0.03437419533729552
dioxide 0.33400228470563886
nearly -0.227948675553004
smart -0.059963539242744446
big -0.17184842228889466
seven -0.47420074939727785
20 -0.8285927653312684
this 0.30716424371515005
major 0.0659864515066147
over -0.21907976667086282
went -0.06400076746940614
few -0.1911552369594574
children's -0.008325475454330322
cheek 0.037282857298851
stable -0.2349211871623993
cut 0.10512488037347795
from -0.0414575619356973
taking -0.1945601612329483
studying 0.16518873125314712
decibels 0.5871297016739845
compact 0.2405742406845094
smoke 0.5155061066150666
in -0.3847845395828815
christmas -0.13130889534950257
rest -0.18850979804992676
both 0.2662759855389595
eroded -0.13686212301254272
fulfilling 0.02121511101722723
credited 0.3721757963299751
technique 0.30198749899864197
federal -0.4077488660812378
