word error
constant 0.08979392577620104
known 0.009986628504360273
how -0.08272491483127364
value 0.248943533967523
its 0.34761839228517866
investments -0.018520690062466788
preparing 0.040208216975717
things 0.29944098346373615
don't -0.02226268660788444
peter -0.12206888023544754
breaking -0.17758547207888437
make -0.21179667010026815
warming -0.33549716893364395
first 0.29212629611001273
suddenly 0.1078067627899787
morningstar -0.4864543921807233
his 0.08235900822807773
would 0.1255655954865848
puddings -0.02573587438639474
step -0.27007790172801294
declining 0.19802274730275665
well -0.057987663675757084
crocodile -0.22264276883181405
draw -0.029100158635307793
only -0.1366431187180912
asked -0.27305501348832073
helping -0.45054080556420717
left 0.13029026985168457
business -0.22492818972643686
replaced -0.43062606979818907
able 0.08014945948825158
imagery 0.17885690357755218
reduction -0.3510306267177357
shouldn't -0.2295308165690478
alone 0.363222648115719
land 0.15784156147171463
richard -0.025406425490098833
longer 0.21622660230187807
state -0.11451249964096966
federal -0.1987565335105447
lost 0.4048884037662954
happening 0.19074860916418185
united -0.057355365332435126
care -0.2680674090104945
called -0.22854126551572013
re-wrapped -0.19020474482985103
unafraid -0.2446424680597642
suggests 0.19536570547258153
vital 0.021820136729408746
quiet -0.21383713974672208
disease -0.17030090444228227
there 0.019242039498160834
last -0.010118961334228516
investors -0.4353126532891217
people 0.208065423895331
notice -0.36245583085452815
1727 -0.1709308010690352
longer -0.10548481871100035
exhaustion -0.1782000432996189
invade -0.2603759064393885
larger 0.03563252266715555
want 0.04530012256958904
girls 0.0913560688495636
temper -0.1585409921758315
tighter -0.3623953426585478
trigger 0.010719003046260223
somewhat 0.1493750218959416
over 0.12194914911307542
replied 0.2665571395088644
way 0.07189178466796864
slowly 0.09005739028547333
pole 0.1731901484377244
cars -0.18377861555884872
real -0.014928091974819424
helpful 0.05033709371791162
anthropologists -0.23479801241089315
activity -0.24052324715782608
interferes -0.22855816167943616
natural -0.026010347347633522
call -0.4883950142299428
eaten 0.26835697363404665
my 0.5567297882893506
bag -0.12259018070557537
worse -0.030412246199215176
excessive -0.07876153728541208
country -0.2985050421135099
license -0.1893944477333742
comes 0.17684674087692703
compact -0.37135863304138184
showing -0.18168850681361032
western -0.3717632293701172
boston -0.29411250703475056
sense -0.10821249379831205
week 0.03944794921314021
state -0.03042176015236797
your 0.22966878554400272
many -0.04052329764646645
spent -0.08795829906183134
different -0.40625729280359607
angel 0.054406940937042236
nursery -0.040435996125726126
life 0.11078614463993142
actually -0.1712008889983682
darling -0.30452915149576526
inspiration -0.18344772563261144
thaw 0.13503986421753372
job 0.3042352322269888
at 0.3460115903343247
custody -0.085451355751823
say 0.2440783714546877
rongorongo -0.3046354265773998
finding 0.09159964805140217
run 0.17484752570881557
stack -0.14917575611787687
cause 0.1818144444157096
farming -0.3922670553712284
ecology -0.3185550009503084
agreed -0.17724921072230618
walked 0.18233692163930215
going 0.290377362686045
children -0.30663445767234354
b 0.09784889221191395
since -0.05142853715840506
getting -0.054243834579692174
underwater -0.057553100235321925
bad -0.0228225185590632
whether 0.10920323694453515
primary -0.4355288779034334
ecosystem -0.216865096022101
issuing -0.06964923529063957
beginning -0.4105906065772561
likely -0.2788734576281379
shut 0.09801575892111836
