word error
those -0.02907956922817937
reptilian -0.11097121915252381
ancestors -0.08239592708515597
richly -0.024104647556023623
presenter -0.12542248824916932
phasing 0.048674125177332356
affront -0.04823684544069777
kingdom -0.03509343169653755
inside -0.0238189925285403
regime -0.042417107572462684
dependent 0.13891262089085113
now -0.039036327898896404
maison -0.03914955637212527
landfills -0.03337318147944063
circuit -0.08858508099471021
sheet 0.01611114444605416
black-and-white -0.0222115304940365
art -0.04476820610540003
play -0.020078817475284866
newcomer 0.09104824331620948
pulled -0.005685943216784006
happens 0.005695723588962951
80 0.06783521893708619
obstructive 0.00675249192695776
entire -0.018005653612887945
yours 0.06503557603775359
less -0.07645691777187195
lung -0.20732228040394265
fear -0.0016057017824765638
stranglehold 0.10064086596371677
egalit‚ -0.07944387197494507
celebrations 0.03332812732688106
rich 0.03343345183838388
blair 0.03276063886094034
altercation -0.0602712030020424
portraits -0.11125344353443528
light -0.08221317764399845
suffered -0.13283656537532806
founded 0.009059631148486874
gains 0.13859914608630208
jeremy -0.014194860604376386
equator 0.1600914717397663
pedigree 0.06891131204923395
likes 0.07199370595057261
bother 0.05454532141413365
roadshow -0.003192541987144512
oddity -0.07161991917781782
signposts 0.13718960971833133
radio -0.006943051587404686
relief -0.020021665589226773
radio 0.08261617564075999
resent 0.11914780708698214
burnley -0.14645794034004211
rake -0.15565434098243713
whitelaw 0.003489323026204083
100m -0.017085373127585138
republican 0.10421150797367461
said -0.12037814486769635
inflation-fighting 0.23588776744813467
washed -0.010854364992664012
ralph -6.459553427443088e-05
bondage -0.08921329598649502
minimising 0.08353286137380539
viewing -0.0532014553797533
cynically 0.11352684033119068
issps 0.014459635023923723
treats 0.040915706620463996
drivers -0.011206755768595048
lake -0.06789429521264043
no 0.03439109253495282
huge -0.08261299441518608
ear -0.11008204266111901
contend 0.06506246035220688
as -0.10922968561161567
global -0.04934938305708806
place 0.01775846674667555
sceptical 0.009991603876939953
earnings 0.009012843447603391
becoming -0.15242240263308338
reform -0.07464723100934784
bird -0.07163330912590027
busy -0.050258565694093704
tried -0.030633466165503415
isabela -0.022048457437340983
retention 0.07518532041297722
school -0.08545249356264309
icon 0.02551843146425782
sandpaper 0.026529131202632394
banged -0.04898121318918593
chortling -0.027743655466835646
owed -0.07936669886112213
demons -0.03950172663406693
been -0.06337444416076793
arrives -0.018797595908323264
chiefs 0.09443819725108821
lukewarm 0.0438884259025263
automatically 0.32904902841725203
arabic -0.0339894617319623
preoccupied -0.011339199642949355
guaranteed 0.033494783778333356
overall 0.015046201526764016
living -0.018856625528142976
hawaii -0.09058886766433716
anticipated -0.015413618527334028
customer 0.11525632172360817
reminiscing -0.023597780615091324
' -0.030027216904355572
mini -0.03351596648560677
skid -0.0535574440132011
22 0.03975056290218126
influenced -0.07294158473627
balances 0.0927903339551581
snails -0.08179562013049527
concept -0.043709589234480616
integrated 0.07215190177741052
harbours 0.09295039347232224
ovens -0.12673123180866241
rages -0.027787273487071468
dreariness -0.09531376002241548
associate -0.02754525048742215
permanently -0.09823654592037201
counsellors 0.1495889080879794
recorded 0.11239690908317826
swedish -0.13376004528019173
non-school 0.16243500895784774
vomit 0.06987884365239816
unremarkable -0.06506573323132198
topical 0.08700127945591557
blow -0.15004622503131726
original -0.043352229481644855
sixties 0.09564175120012908
slightly -0.04352660558610752
1972 -0.09529525903336258
violence 0.020779042103382536
worshippers 0.0439061001829838
shove -0.03240011703374797
ten 0.0008387528359889984
revelation -0.026028703888787558
reminder -0.040521866931108805
reoffend 0.11487488234210777
would -0.030878114074852712
shape -0.020728854835302103
tackle -0.08573935925960541
torture -0.058672685438100065
until -0.04668142420373751
beside -0.06703969836235046
alteration -0.03800430235624572
hoping -0.05425778764853872
monitored -0.034472740872259655
historical 0.042441782295392215
classics 0.017432870705377912
! -0.03577772192265338
trouble -0.06172349976013841
college 0.09404106452377753
pm -0.05343855845984079
20bn 0.10211443352276911
any 0.003916149733050517
thomas -0.04747263714671135
32 0.0015733040039005372
humane 0.05454902653977023
progressed -0.031131885260655225
cracking -0.0035862237647621767
among 0.017398856289184125
displays -0.057836795413145896
14 -0.009346036347707795
gate 0.02410267671221565
scores -0.05133932011032035
fading -0.05679684258887281
fed 0.06723195832092388
wristwatch -0.011691197958495103
brave -0.01310543339797576
walter -0.021548477742717537
practice 0.0179978071772747
brew -0.03795437325091729
exploiting 0.17050273966996668
snatch -0.08921022713184357
religion 0.07205911631317419
maha -0.022884975281855374
chew -0.12421359121799469
cultures 0.06884846784607024
arrival 0.00019778094828407783
signature -0.09136726083069384
chatting -0.003760702908039093
combined 0.005750033729049725
produces -0.030818943486418324
kings -0.005591059176824259
metre 0.0020580307143584844
economists 0.19287078104795014
cooing -0.037556734711221965
unaffected 0.11343775338836193
acquis -0.020102648486998206
delights 0.04830260886489979
easy 0.022408332922883814
before -0.005203454270297191
survey -0.060585600153473314
began -0.009634701593992073
cooper -0.06382060717477409
course 0.038036229668956714
asthmatic -0.007728177246701787
burj -0.049375708618836424
shortcomings -0.004297921998950918
suites 0.010289883639379993
daily -0.04737723157954397
abolition 0.018354170113060397
silly -0.029792528599500656
heathrow 0.10920865183479189
distaste 0.1283480397446079
princess 0.020874262940662955
theories 0.00327484866921926
ever -0.07619232545050189
theirs 0.12749020216447157
defining 0.028680760750605494
under 0.016410251791588913
mating -0.035110697890452174
networks 0.03980091205850818
dynamics 0.07167513465815788
mid-eighties 0.1156640802904711
chosen -0.11287942706055475
immigrants 0.028054458663818685
foods -0.09602354548057407
after -0.10754099825592273
bpf -0.050290612066604595
gilmore 0.058087448262046315
moronic 0.07088907621868068
pencil -0.030078046549568804
2000 -0.029771205157396216
articulated 0.023532823372996337
smashed -0.01504067634895654
closed -0.008415472095137905
opposition 0.043698665889814955
guerillas -0.03497336479222951
closure -0.04159347340464592
man -0.03157026906258569
gaudy 0.1674447762452434
middle-aged 0.12945091225585695
boot -0.012350501365666788
traditions -0.03584118104673146
yards 0.03601585623727266
halifax -0.08865143358707428
stockings -0.02731128370142827
worked -0.09751275463350147
inevitability 0.09665753952205033
aerobic -0.04961262495024214
side 0.04081278909474685
early -0.05840236515388999
advert 0.0023686537177198194
justified 0.22856479729372936
beeson 0.1306581720199303
ruling -0.09531399607658386
faces -0.10683247674857069
concession 0.04206679944114222
inevitable -0.04661747133456712
thundering -0.024581832207371257
misleading 0.07658600374610253
february -0.11135051129872817
butchery -0.0719339150493428
subtler 0.04599894137748775
designed -0.046930393329433606
monday -0.05788474987011458
islamic 0.040472613297620474
extensive 0.03189185196973768
corporate 0.03477638624030849
fragrance -0.16670770943164825
margaret -0.030998088232254903
cardboard 0.05441343320047987
groupies -0.0644555632340706
discovered -0.15440631103545718
houses -0.05121089463796248
indo-american 0.008318507465544994
hearts 0.04094389178846687
might -0.07639982828970157
reinforce 0.032585841280821634
room -0.08489109962114649
recall 0.053218645677427234
dynamic 0.06696436180589736
ghost 0.02684690249533675
current 0.011231440086374923
italian -0.14660117052175747
audio -0.023656954285559396
donald 0.05883963352349364
mistaken -0.11018401914196585
gloating 0.09787802639482174
flat -0.11126933047398593
drinks 0.0054663768474091864
forever 0.07685143209045386
